50, 154
49, 159
48, 163
47, 167
46, 169
45, 170
43, 171
42, 170
41, 167
40, 162
38, 156
37, 150
36, 145
34, 142
33, 140
32, 140
31, 139
30, 139
29, 139
28, 139
28, 139
27, 139
27, 139
26, 139
26, 139
26, 139
26, 139
26, 139
26, 139
25, 139
24, 139
23, 139
23, 139
22, 139
21, 139
19, 139
18, 139
17, 139
16, 139
15, 139
13, 139
12, 139
11, 139
10, 139
9, 139
8, 139
7, 139
6, 139
5, 139
4, 139
3, 139
3, 139
2, 139
1, 139
1, 139
1, 139
1, 139
0, 139
0, 139
1, 139
1, 139
1, 139
2, 139
2, 139
3, 139
3, 139
4, 139
5, 139
6, 139
7, 139
9, 139
10, 139
11, 138
13, 133
14, 128
16, 125
18, 123
19, 122
21, 122
23, 122
25, 123
27, 123
29, 124
30, 126
32, 127
34, 129
35, 131
37, 133
38, 136
39, 140
40, 145
41, 151
42, 156
43, 161
44, 164
44, 166
45, 167
45, 164
46, 157
46, 148
46, 141
46, 138
46, 138
46, 138
46, 138
45, 138
45, 138
44, 139
44, 139
43, 139
43, 139
42, 139
41, 139
40, 139
39, 139
39, 139
38, 139
37, 139
36, 139
35, 139
34, 139
33, 139
32, 139
31, 139
30, 139
29, 139
29, 139
28, 139
27, 139
27, 139
26, 139
26, 139
26, 139
25, 139
25, 139
25, 139
26, 139
26, 139
27, 139
28, 139
28, 139
29, 139
29, 139
30, 139
30, 139
30, 139
31, 139
31, 139
31, 139
31, 139
31, 139
31, 139
31, 139
30, 139
30, 139
30, 139
29, 139
29, 139
29, 139
28, 139
28, 139
28, 139
27, 139
27, 139
26, 139
26, 139
25, 139
25, 139
24, 139
24, 139
24, 139
23, 139
23, 139
23, 139
22, 139
22, 139
22, 139
22, 139
22, 139
22, 139
22, 139
22, 139
22, 139
22, 139
22, 139
22, 139
22, 139
23, 139
23, 139
24, 139
24, 139
25, 139
26, 139
26, 139
27, 139
28, 139
29, 139
30, 139
31, 138
32, 137
33, 136
35, 134
36, 132
37, 129
38, 126
39, 121
40, 116
41, 109
41, 101
42, 91
43, 80
44, 66
45, 54
45, 49
46, 48
46, 47
47, 46
47, 46
47, 45
47, 45
48, 44
48, 44
48, 44
47, 43
47, 43
47, 43
47, 43
46, 43
46, 43
46, 43
45, 39
44, 32
44, 27
43, 23
42, 21
42, 18
41, 17
40, 16
39, 15
38, 14
37, 14
36, 13
36, 13
35, 14
34, 14
33, 15
32, 17
31, 19
31, 22
30, 25
30, 28
29, 31
29, 33
28, 35
28, 36
28, 37
28, 37
28, 38
27, 40
27, 43
27, 46
27, 50
27, 55
27, 59
27, 62
27, 65
27, 67
27, 67
27, 66
27, 63
28, 58
28, 54
28, 52
28, 50
28, 49
28, 49
28, 49
29, 49
29, 49
29, 49
